MAWB,FWB_Status,FWB_Received_In_Time,FWB_Correct,LAT_Status,LAT_Received_In_Time,LAT_Correct,RCS_Status,RCS_Received_In_Time,RCS_Correct,DEP_Status,DEP_Received_In_Time,DEP_Correct,ARR_Status,ARR_Received_In_Time,ARR_Correct,RCF_Status,RCF_Received_In_Time,RCF_Correct,NFD_Status,NFD_Received_In_Time,NFD_Correct
MAWB145900,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB145901,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145902,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145903,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB145904,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1
MAWB145905,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
MAWB145906,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB145907,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145908,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145909,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145910,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145912,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB145913,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1
MAWB145914,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145915,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB145916,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB145917,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145918,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145919,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145920,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
MAWB145921,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145922,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB145923,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145924,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145925,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB145926,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145927,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145928,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145929,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145930,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB145931,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145932,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145933,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145934,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB145935,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145936,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB145937,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145938,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145939,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
MAWB145940,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145941,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145942,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
MAWB145943,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145944,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1
MAWB145945,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145946,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB145948,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145950,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145951,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB145952,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB145953,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145954,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB145955,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145956,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1
MAWB145957,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145958,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB145960,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145961,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB145962,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB145963,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB145964,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145965,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145966,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145967,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1
MAWB145968,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145969,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145970,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB145971,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
MAWB145972,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145973,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
MAWB145974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB145975,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145976,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
MAWB145977,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145978,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB145979,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145980,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB145982,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145983,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145984,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB145985,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145986,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB145987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145988,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145989,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145990,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB145991,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB145992,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145993,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB145994,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB145995,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145996,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145997,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB145998,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB145999,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
MAWB146001,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB146002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB146003,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146004,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
MAWB146005,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146006,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
MAWB146007,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146008,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146010,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146011,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146012,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146013,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146014,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146015,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB146016,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146017,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146018,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146019,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146020,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB146021,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146023,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146024,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146025,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146026,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146027,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146028,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146029,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146030,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146031,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146032,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146033,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
MAWB146034,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146035,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146037,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146038,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
MAWB146039,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB146040,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB146041,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB146042,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146043,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146044,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
MAWB146045,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146046,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
MAWB146047,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB146048,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
MAWB146049,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146050,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
MAWB146051,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146052,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146053,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146054,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB146055,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146056,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146057,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146058,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB146059,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146060,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB146061,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146063,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146064,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146065,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146066,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146067,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB146068,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146069,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146070,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146071,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
MAWB146072,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146073,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146074,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146075,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146076,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB146077,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146078,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146079,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146080,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB146081,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146082,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146083,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146084,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146085,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146086,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146087,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146088,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146089,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146090,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146091,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146092,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146093,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1
MAWB146094,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146095,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146096,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146097,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB146098,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146099,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146100,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
MAWB146101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146102,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
MAWB146103,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146104,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146105,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146106,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
MAWB146107,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146108,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
MAWB146109,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146111,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146112,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146113,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146114,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
MAWB146115,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146116,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146117,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146118,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
MAWB146119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146120,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146121,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB146122,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146124,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146126,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146128,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146129,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB146130,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146131,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
MAWB146132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MAWB146133,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146134,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146135,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146136,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146137,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB146138,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB146139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146140,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
MAWB146141,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146142,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
MAWB146143,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146144,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146145,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146146,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146147,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
MAWB146148,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146149,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146150,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
MAWB146151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146152,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146153,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146154,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146155,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1
MAWB146156,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146158,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146159,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
MAWB146160,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146161,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146162,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146163,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
MAWB146164,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MAWB146165,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
MAWB146166,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
MAWB146167,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146168,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
MAWB146169,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
MAWB146170,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB146171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146172,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
MAWB146173,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
MAWB146174,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146175,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146176,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146177,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
MAWB146178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146179,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
MAWB146180,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
