MAWB,Carrier_Code,Departure_Year_Month,Export_Main_Office_Company,Export_Main_Office_Branch,Carrier_Service_Level,Trade_Lane_A2A,Departure_Airport_Location,Destination_Airport_Location,Service_Type,Vertical,Commodity,Interline_Shipment,Chargeable_Weight,Handling_Notes
MAWB148214,EK,2025-06,DE,DEFRA,XPS,FRA-JFK,FRA,JFK,DGR,Perishables,Fish,Y,3624.7,Shipment moved as planned
MAWB148215,BA,2025-07,DE,DEFRA,DIM,FRA-SYD,FRA,SYD,DGR,Perishables,Flowers,N,1503.7,
MAWB148216,EK,2025-03,GB,GBMAN,XPS,MAN-MEX,MAN,MEX,DGR,Pharma,Medical Devices,Y,1429.2,
MAWB148217,EK,2025-10,SG,SGSIN,DIM,SIN-BKK,SIN,BKK,DGR,Retail,Footwear,N,4066.9,
MAWB148218,SQ,2025-07,US,USATL,XPS,ATL-ORD,ATL,ORD,GEN,Pharma,Laboratory Samples,N,4077.8,
MAWB148219,LH,2025-04,US,USATL,XPS,ATL-HKG,ATL,HKG,GEN,Automotive,Car Parts,N,3472.4,
MAWB148220,UA,2025-12,NL,NLAMS,XPS,AMS-SIN,AMS,SIN,DGR,Pharma,Laboratory Samples,N,4623.3,
MAWB148221,UA,2025-05,GB,GBLHR,XPS,LHR-GRU,LHR,GRU,DGR,Aerospace,Turbine Components,N,823.2,Standard handling completed
MAWB148222,CX,2025-06,NL,NLAMS,PRM,AMS-CDG,AMS,CDG,GEN,Aerospace,Aircraft Parts,N,1383.1,Security screening issue / additional xray required
MAWB148223,DL,2025-06,GB,GBLHR,DGR,LHR-HKG,LHR,HKG,GEN,Perishables,Fish,N,1505.4,No issues reported
MAWB148224,DL,2025-04,SG,SGSIN,DGR,SIN-ATL,SIN,ATL,DGR,Automotive,Engine Components,Y,1561.2,Shipment processed normally
MAWB148225,UA,2025-10,FR,FRCDG,GEN,CDG-PVG,CDG,PVG,GEN,Pharma,Laboratory Samples,Y,1673.8,Standard handling completed
MAWB148226,CX,2025-05,GB,GBMAN,ECO,MAN-ICN,MAN,ICN,GEN,Retail,Footwear,N,3500.2,
MAWB148227,LH,2025-02,AE,AEDXB,ECO,DXB-LAX,DXB,LAX,EXP,Retail,Consumer Electronics,Y,1390.3,Security screening issue / additional xray required
MAWB148228,AF,2025-08,AE,AEDXB,DGR,DXB-SIN,DXB,SIN,DGR,Aerospace,Turbine Components,Y,1465.3,Shipment moved as planned
MAWB148229,EK,2025-02,SG,SGSIN,ECO,SIN-ICN,SIN,ICN,EXP,Perishables,Vegetables,N,2873.6,Offloaded due to capacity constraints - moved to next flight
MAWB148230,UA,2025-11,GB,GBBRS,GEN,BRS-ICN,BRS,ICN,GEN,Aerospace,Maintenance Kits,N,1007.1,
MAWB148231,SQ,2025-10,NL,NLAMS,DGR,AMS-DXB,AMS,DXB,EXP,Perishables,Fruit,Y,1856.2,
MAWB148232,AF,2025-12,GB,GBMAN,DIM,MAN-DXB,MAN,DXB,EXP,Perishables,Vegetables,Y,336.8,Offloaded due to capacity constraints - moved to next flight
MAWB148233,SQ,2025-03,NL,NLAMS,DGR,AMS-ORD,AMS,ORD,GEN,Retail,Homeware,Y,4765.1,No issues reported
MAWB148234,CX,2025-11,FR,FRCDG,XPS,CDG-FRA,CDG,FRA,GEN,Retail,Homeware,N,1620.7,
MAWB148235,EK,2025-04,DE,DEFRA,ECO,FRA-MEX,FRA,MEX,DGR,Retail,Homeware,N,4257.7,Shipment processed normally
MAWB148236,DL,2025-09,GB,GBLHR,XPS,LHR-DXB,LHR,DXB,DGR,Retail,Homeware,Y,2673.2,Standard handling completed
MAWB148237,CX,2025-09,US,USATL,PRM,ATL-AMS,ATL,AMS,DGR,Pharma,Vaccines,Y,1179.7,Pharma cargo missed connecting flight - cold chain monitored at hub
MAWB148238,LH,2025-02,GB,GBLHR,GEN,LHR-AMS,LHR,AMS,EXP,Retail,Homeware,Y,1007.5,Shipment moved as planned
MAWB148239,AF,2025-06,GB,GBBHX,DIM,BHX-LAX,BHX,LAX,DGR,Perishables,Vegetables,N,3490.1,No issues reported
MAWB148240,AF,2025-08,GB,GBBHX,DIM,BHX-LHR,BHX,LHR,DGR,Automotive,Gearboxes,N,4826.1,Shipment processed normally
MAWB148241,DL,2025-04,DE,DEFRA,XPS,FRA-GRU,FRA,GRU,GEN,Perishables,Vegetables,Y,956.2,Grower delivered flowers late - missed acceptance cut-off
MAWB148242,SQ,2025-05,DE,DEFRA,DGR,FRA-LAX,FRA,LAX,DGR,Pharma,Insulin,Y,621.3,
MAWB148243,LH,2025-09,GB,GBLHR,GEN,LHR-AMS,LHR,AMS,GEN,Perishables,Fruit,Y,1966.1,Standard handling completed
MAWB148244,CX,2025-12,DE,DEFRA,DIM,FRA-SYD,FRA,SYD,EXP,Retail,Clothing,Y,1999.4,Shipment processed normally
MAWB148245,EK,2025-04,SG,SGSIN,DIM,SIN-LHR,SIN,LHR,DGR,Pharma,Insulin,N,4041,Minor damage to outer packaging noted on arrival
MAWB148246,EK,2025-04,GB,GBBRS,XPS,BRS-BKK,BRS,BKK,GEN,Retail,Consumer Electronics,N,2371,Standard handling completed
MAWB148247,SQ,2025-09,GB,GBMAN,GEN,MAN-JNB,MAN,JNB,DGR,Aerospace,Aircraft Parts,Y,359.2,Offloaded due to capacity constraints - moved to next flight
MAWB148248,EK,2025-04,DE,DEFRA,ECO,FRA-CDG,FRA,CDG,DGR,Automotive,Gearboxes,N,4607.3,
MAWB148249,AF,2025-09,US,USATL,PRM,ATL-AMS,ATL,AMS,EXP,Perishables,Fruit,N,1897.3,
MAWB148250,LH,2025-06,GB,GBLHR,GEN,LHR-JFK,LHR,JFK,DGR,Retail,Homeware,N,3359.2,LAT milestone delayed because truck arrived late
MAWB148251,SQ,2025-10,US,USATL,DGR,ATL-SYD,ATL,SYD,EXP,Pharma,Vaccines,Y,3354.1,
MAWB148252,BA,2025-01,GB,GBMAN,DGR,MAN-FRA,MAN,FRA,DGR,Automotive,Gearboxes,Y,328.9,Shipment processed normally
MAWB148253,UA,2025-01,DE,DEFRA,ECO,FRA-JFK,FRA,JFK,EXP,Perishables,Vegetables,N,67.8,Shipment moved as planned
MAWB148254,SQ,2025-03,US,USATL,DGR,ATL-FRA,ATL,FRA,GEN,Perishables,Flowers,N,485.8,Dangerous goods paperwork incorrect
MAWB148255,UA,2025-06,SG,SGSIN,ECO,SIN-LHR,SIN,LHR,GEN,Aerospace,Avionics,N,4784.8,Export licence query raised by authorities for aircraft engine components
MAWB148256,CX,2025-05,GB,GBBHX,DIM,BHX-DXB,BHX,DXB,DGR,Automotive,Engine Components,N,3980.3,Shipment moved as planned
MAWB148257,CX,2025-05,NL,NLAMS,PRM,AMS-HKG,AMS,HKG,GEN,Perishables,Flowers,Y,703.5,
MAWB148258,LH,2025-03,SG,SGSIN,GEN,SIN-LAX,SIN,LAX,GEN,Perishables,Fish,N,3093.6,Shipment processed normally
MAWB148259,LH,2025-01,US,USATL,DGR,ATL-LAX,ATL,LAX,GEN,Automotive,Car Parts,N,3079.3,
MAWB148260,BA,2025-02,SG,SGSIN,DGR,SIN-LAX,SIN,LAX,EXP,Perishables,Fruit,N,52.8,Shipment processed normally
MAWB148261,BA,2025-12,US,USATL,DGR,ATL-GRU,ATL,GRU,DGR,Aerospace,Avionics,N,2173.9,Connection missed - turbine components held at transit hub pending rebooking
MAWB148262,EK,2025-10,DE,DEFRA,ECO,FRA-DXB,FRA,DXB,GEN,Aerospace,Aircraft Parts,Y,3573.3,Shipment moved as planned
MAWB148263,SQ,2025-08,GB,GBLHR,DIM,LHR-ATL,LHR,ATL,DGR,Automotive,Tyres,Y,974.6,FWB docs missing - reissued before departure
MAWB148264,LH,2025-01,NL,NLAMS,DIM,AMS-SIN,AMS,SIN,GEN,Retail,Consumer Electronics,Y,4262,No issues reported
MAWB148265,UA,2025-07,GB,GBBRS,DGR,BRS-CDG,BRS,CDG,GEN,Automotive,Engine Components,Y,3318.5,Incorrect AWB details corrected before departure
MAWB148266,AF,2025-03,DE,DEFRA,GEN,FRA-CDG,FRA,CDG,DGR,Retail,Consumer Electronics,Y,84.3,Flight delay due to weather at origin
MAWB148267,DL,2025-11,DE,DEFRA,ECO,FRA-DEL,FRA,DEL,GEN,Perishables,Vegetables,Y,4281.8,Shipment moved as planned
MAWB148268,EK,2025-03,GB,GBMAN,DIM,MAN-ORD,MAN,ORD,GEN,Pharma,Insulin,Y,146,Road transport delay - cold chain vehicle breakdown at origin
MAWB148269,DL,2025-12,GB,GBBRS,DIM,BRS-JFK,BRS,JFK,DGR,Perishables,Vegetables,N,4445.2,
MAWB148270,UA,2025-07,US,USATL,ECO,ATL-GRU,ATL,GRU,DGR,Aerospace,Avionics,N,1701.9,Shipment processed normally
MAWB148271,EK,2025-01,FR,FRCDG,GEN,CDG-LAX,CDG,LAX,DGR,Aerospace,Turbine Components,N,3508.3,Airline equipment change - reduced cargo capacity on freighter service
MAWB148272,EK,2025-06,DE,DEFRA,ECO,FRA-LAX,FRA,LAX,EXP,Aerospace,Aircraft Parts,N,3947.8,
MAWB148273,SQ,2025-02,GB,GBMAN,ECO,MAN-CDG,MAN,CDG,DGR,Aerospace,Turbine Components,N,1442.3,No issues reported
MAWB148274,UA,2025-01,GB,GBMAN,XPS,MAN-HKG,MAN,HKG,EXP,Retail,Footwear,Y,1814.4,
MAWB148275,LH,2025-06,DE,DEFRA,ECO,FRA-LHR,FRA,LHR,GEN,Pharma,Medical Devices,Y,2572.2,
MAWB148276,AF,2025-02,GB,GBBHX,DIM,BHX-BKK,BHX,BKK,DGR,Perishables,Fish,Y,2934.3,Shipment moved as planned
MAWB148277,CX,2025-12,GB,GBMAN,GEN,MAN-PVG,MAN,PVG,GEN,Automotive,Gearboxes,Y,1495.6,"Cargo arrived late at warehouse, truck delay"
MAWB148278,LH,2025-01,SG,SGSIN,DIM,SIN-FRA,SIN,FRA,DGR,Retail,Consumer Electronics,Y,4962.4,No issues reported
MAWB148279,DL,2025-03,US,USATL,ECO,ATL-SIN,ATL,SIN,GEN,Perishables,Fruit,N,3698.2,Customer requested delivery hold - market not ready to receive fresh produce
MAWB148280,BA,2025-12,GB,GBBHX,DGR,BHX-HKG,BHX,HKG,GEN,Aerospace,Avionics,Y,1407.1,Shipment moved as planned
MAWB148281,BA,2025-04,GB,GBBRS,PRM,BRS-DEL,BRS,DEL,EXP,Retail,Footwear,N,3220.1,Shipment processed normally
MAWB148282,CX,2025-12,US,USATL,GEN,ATL-JFK,ATL,JFK,EXP,Retail,Clothing,N,2205.1,
MAWB148283,DL,2025-07,FR,FRCDG,PRM,CDG-DEL,CDG,DEL,DGR,Retail,Clothing,Y,4308.6,"Cargo arrived late at warehouse, truck delay"
MAWB148284,UA,2025-10,US,USATL,DIM,ATL-ORD,ATL,ORD,DGR,Automotive,Engine Components,Y,1678.3,Shipment moved as planned
MAWB148285,LH,2025-06,FR,FRCDG,ECO,CDG-LAX,CDG,LAX,DGR,Aerospace,Maintenance Kits,Y,979.9,RCF milestone not updated on time
MAWB148286,LH,2025-11,FR,FRCDG,ECO,CDG-NRT,CDG,NRT,EXP,Retail,Consumer Electronics,N,278.4,No issues reported
MAWB148287,CX,2025-04,SG,SGSIN,PRM,SIN-BKK,SIN,BKK,EXP,Perishables,Fruit,Y,4922.3,RCF milestone not updated on time
MAWB148288,AF,2025-07,GB,GBMAN,PRM,MAN-HKG,MAN,HKG,GEN,Perishables,Flowers,Y,1828.1,Truck driver shortage - fresh produce collected late from packhouse
MAWB148289,CX,2025-05,US,USATL,GEN,ATL-LAX,ATL,LAX,EXP,Perishables,Fruit,N,1141.6,Dangerous goods paperwork incorrect
MAWB148290,EK,2025-11,AE,AEDXB,DIM,DXB-HKG,DXB,HKG,EXP,Pharma,Laboratory Samples,N,2484.3,Shipment processed normally
MAWB148291,UA,2025-04,GB,GBLHR,XPS,LHR-ICN,LHR,ICN,DGR,Automotive,Engine Components,Y,1493.6,
MAWB148292,EK,2025-09,GB,GBBRS,PRM,BRS-DEL,BRS,DEL,GEN,Automotive,Car Parts,N,1202.9,Shipment processed normally
MAWB148293,CX,2025-10,SG,SGSIN,DGR,SIN-MEX,SIN,MEX,EXP,Perishables,Vegetables,N,3101.1,
MAWB148294,SQ,2025-03,AE,AEDXB,XPS,DXB-ICN,DXB,ICN,DGR,Perishables,Fish,Y,420.5,LAT milestone delayed because truck arrived late
MAWB148295,LH,2025-07,SG,SGSIN,PRM,SIN-HKG,SIN,HKG,DGR,Pharma,Vaccines,N,2569.5,Shipment moved as planned
MAWB148296,SQ,2025-12,NL,NLAMS,XPS,AMS-MEX,AMS,MEX,EXP,Aerospace,Aircraft Parts,N,1967.8,Weight discrepancy found at acceptance - reweigh of engine components completed
MAWB148297,CX,2025-10,GB,GBMAN,DIM,MAN-NRT,MAN,NRT,DGR,Pharma,Medical Devices,Y,2686,Dangerous goods paperwork incorrect
MAWB148298,SQ,2025-12,US,USATL,DIM,ATL-NRT,ATL,NRT,DGR,Retail,Consumer Electronics,Y,1636.2,Shipment moved as planned
MAWB148299,CX,2025-08,US,USATL,XPS,ATL-NRT,ATL,NRT,EXP,Pharma,Laboratory Samples,N,2873.1,Pharma cargo built-up incorrectly - rebuilt under temperature control
MAWB148300,EK,2025-01,DE,DEFRA,DIM,FRA-SYD,FRA,SYD,EXP,Retail,Clothing,N,455,
MAWB148301,EK,2025-12,GB,GBBHX,XPS,BHX-ATL,BHX,ATL,GEN,Aerospace,Avionics,N,1912,Shipment processed normally
MAWB148302,DL,2025-09,FR,FRCDG,PRM,CDG-HKG,CDG,HKG,EXP,Pharma,Vaccines,N,1225.6,Destination customs examination - regulatory review of medical goods
MAWB148303,LH,2025-09,GB,GBMAN,XPS,MAN-NRT,MAN,NRT,GEN,Aerospace,Turbine Components,N,2218.5,Shipment processed normally
MAWB148304,EK,2025-10,GB,GBBRS,PRM,BRS-PVG,BRS,PVG,DGR,Aerospace,Aircraft Parts,N,2021.8,Shipment processed normally
MAWB148305,EK,2025-02,AE,AEDXB,GEN,DXB-HKG,DXB,HKG,GEN,Perishables,Flowers,Y,3174.4,Shipment moved as planned
MAWB148306,EK,2025-05,FR,FRCDG,XPS,CDG-DXB,CDG,DXB,DGR,Aerospace,Turbine Components,Y,3162.4,Flight delay due to weather at origin
MAWB148307,AF,2025-12,DE,DEFRA,DGR,FRA-HKG,FRA,HKG,DGR,Aerospace,Aircraft Parts,Y,2096.2,
MAWB148308,BA,2025-07,FR,FRCDG,XPS,CDG-JNB,CDG,JNB,DGR,Pharma,Insulin,N,949,Shipment moved as planned
MAWB148309,SQ,2025-07,DE,DEFRA,ECO,FRA-ORD,FRA,ORD,DGR,Perishables,Vegetables,Y,2930.5,Shipment processed normally
MAWB148310,AF,2025-09,GB,GBLHR,GEN,LHR-MEX,LHR,MEX,EXP,Pharma,Laboratory Samples,N,4834.3,Minor damage to outer packaging noted on arrival
MAWB148311,DL,2025-11,DE,DEFRA,DIM,FRA-LHR,FRA,LHR,GEN,Perishables,Fish,N,967.9,
MAWB148312,BA,2025-02,GB,GBBRS,DIM,BRS-SYD,BRS,SYD,EXP,Automotive,Engine Components,N,391.8,Standard handling completed
MAWB148313,EK,2025-05,GB,GBBRS,PRM,BRS-NRT,BRS,NRT,DGR,Aerospace,Avionics,Y,1359.6,No issues reported
MAWB148314,UA,2025-10,GB,GBBHX,DIM,BHX-JNB,BHX,JNB,EXP,Retail,Homeware,Y,2094,Security screening issue / additional xray required
MAWB148315,DL,2025-07,GB,GBLHR,ECO,LHR-PVG,LHR,PVG,GEN,Perishables,Flowers,Y,1565.6,Export phytosanitary hold - fumigation certificate not yet issued
MAWB148316,SQ,2025-10,GB,GBMAN,ECO,MAN-NRT,MAN,NRT,EXP,Aerospace,Turbine Components,Y,4181.8,Shipment moved as planned
MAWB148317,CX,2025-10,AE,AEDXB,ECO,DXB-CDG,DXB,CDG,DGR,Automotive,Tyres,Y,2490.5,
MAWB148318,CX,2025-03,AE,AEDXB,PRM,DXB-SYD,DXB,SYD,EXP,Pharma,Vaccines,N,1268.3,Customs clearance delayed - import licence missing for pharmaceutical cargo
MAWB148319,SQ,2025-03,SG,SGSIN,DGR,SIN-DXB,SIN,DXB,DGR,Automotive,Car Parts,Y,4753.5,Shipment processed normally
MAWB148320,AF,2025-05,GB,GBBRS,DGR,BRS-PVG,BRS,PVG,EXP,Automotive,Engine Components,Y,669.1,Flight delay due to weather at origin
MAWB148321,BA,2025-12,GB,GBLHR,DIM,LHR-AMS,LHR,AMS,EXP,Automotive,Engine Components,Y,658.4,Standard handling completed
MAWB148322,SQ,2025-04,US,USATL,XPS,ATL-JNB,ATL,JNB,EXP,Pharma,Insulin,N,1264.2,
MAWB148323,EK,2025-10,GB,GBLHR,DIM,LHR-SYD,LHR,SYD,EXP,Pharma,Insulin,Y,430,Dangerous goods paperwork incorrect
MAWB148324,BA,2025-11,SG,SGSIN,ECO,SIN-DEL,SIN,DEL,GEN,Pharma,Laboratory Samples,N,3770.7,
MAWB148325,AF,2025-05,GB,GBBHX,PRM,BHX-GRU,BHX,GRU,EXP,Automotive,Car Parts,Y,1598.4,Standard handling completed
MAWB148326,SQ,2025-11,GB,GBBHX,DGR,BHX-ATL,BHX,ATL,DGR,Retail,Footwear,N,3662.7,Shipment moved as planned
MAWB148327,EK,2025-03,SG,SGSIN,GEN,SIN-HKG,SIN,HKG,GEN,Perishables,Fruit,Y,3825.6,Shipment moved as planned
MAWB148328,UA,2025-02,FR,FRCDG,DIM,CDG-JFK,CDG,JFK,EXP,Retail,Clothing,Y,1225.7,Standard handling completed
MAWB148329,DL,2025-06,NL,NLAMS,PRM,AMS-HKG,AMS,HKG,DGR,Automotive,Engine Components,N,2615.9,Standard handling completed
MAWB148330,EK,2025-04,NL,NLAMS,GEN,AMS-ORD,AMS,ORD,DGR,Perishables,Flowers,Y,2622,
MAWB148331,SQ,2025-03,NL,NLAMS,ECO,AMS-FRA,AMS,FRA,DGR,Perishables,Fish,Y,4363.3,No issues reported
MAWB148332,CX,2025-11,AE,AEDXB,PRM,DXB-ORD,DXB,ORD,GEN,Retail,Clothing,Y,176.9,Retail cargo missed connecting flight - expedited rebooking during peak
MAWB148333,CX,2025-08,US,USATL,DIM,ATL-LAX,ATL,LAX,GEN,Retail,Footwear,Y,1618.2,Shipment processed normally
MAWB148334,BA,2025-09,GB,GBBRS,DGR,BRS-ICN,BRS,ICN,DGR,Automotive,Tyres,N,4418.3,Shipment moved as planned
MAWB148335,AF,2025-09,SG,SGSIN,XPS,SIN-HKG,SIN,HKG,DGR,Aerospace,Turbine Components,Y,1222.2,Shipment moved as planned
MAWB148336,UA,2025-11,GB,GBMAN,XPS,MAN-FRA,MAN,FRA,EXP,Aerospace,Turbine Components,Y,727.6,Temperature excursion reported for pharma cargo
MAWB148337,LH,2025-10,AE,AEDXB,DIM,DXB-HKG,DXB,HKG,DGR,Aerospace,Turbine Components,Y,2901.9,Shipment moved as planned
MAWB148338,DL,2025-12,GB,GBBHX,DGR,BHX-JNB,BHX,JNB,GEN,Automotive,Tyres,Y,1564.1,
MAWB148339,EK,2025-02,NL,NLAMS,ECO,AMS-GRU,AMS,GRU,GEN,Perishables,Flowers,Y,2363.1,
MAWB148340,DL,2025-08,DE,DEFRA,DGR,FRA-MEX,FRA,MEX,EXP,Aerospace,Avionics,Y,4109.1,No issues reported
MAWB148341,BA,2025-04,FR,FRCDG,PRM,CDG-JNB,CDG,JNB,EXP,Perishables,Vegetables,N,2627.5,No issues reported
MAWB148342,BA,2025-10,NL,NLAMS,XPS,AMS-BKK,AMS,BKK,EXP,Pharma,Insulin,Y,2603.7,No issues reported
MAWB148343,EK,2025-12,GB,GBBRS,DGR,BRS-HKG,BRS,HKG,GEN,Perishables,Fish,Y,1427,
MAWB148344,LH,2025-07,GB,GBLHR,XPS,LHR-SIN,LHR,SIN,DGR,Aerospace,Avionics,Y,3974.7,Shipment processed normally
MAWB148345,AF,2025-05,GB,GBMAN,PRM,MAN-JNB,MAN,JNB,GEN,Automotive,Tyres,Y,3712.1,"Cargo arrived late at warehouse, truck delay"
MAWB148346,UA,2025-09,GB,GBBHX,XPS,BHX-SIN,BHX,SIN,GEN,Perishables,Vegetables,N,1208.9,
MAWB148347,CX,2025-09,NL,NLAMS,PRM,AMS-BKK,AMS,BKK,EXP,Perishables,Fruit,N,1634,
MAWB148348,EK,2025-08,DE,DEFRA,PRM,FRA-JNB,FRA,JNB,DGR,Retail,Footwear,Y,3953.7,Standard handling completed
MAWB148349,BA,2025-01,AE,AEDXB,GEN,DXB-JFK,DXB,JFK,DGR,Retail,Homeware,N,1820.7,
MAWB148350,BA,2025-09,US,USATL,PRM,ATL-LHR,ATL,LHR,EXP,Pharma,Vaccines,Y,2047.6,
MAWB148351,AF,2025-02,DE,DEFRA,DGR,FRA-SIN,FRA,SIN,DGR,Automotive,Gearboxes,N,1853.8,Shipment processed normally
MAWB148352,SQ,2025-03,GB,GBBRS,XPS,BRS-MEX,BRS,MEX,EXP,Perishables,Flowers,N,850.1,Supermarket consignee requested re-delivery - dock congestion at destination
MAWB148353,UA,2025-06,GB,GBBHX,GEN,BHX-SYD,BHX,SYD,GEN,Perishables,Fruit,N,1737.4,
MAWB148354,SQ,2025-07,NL,NLAMS,ECO,AMS-ORD,AMS,ORD,DGR,Aerospace,Turbine Components,N,4024.5,Offloaded due to capacity constraints - moved to next flight
MAWB148355,DL,2025-05,US,USATL,ECO,ATL-JFK,ATL,JFK,DGR,Aerospace,Turbine Components,N,2480.8,FWB docs missing - reissued before departure
MAWB148356,DL,2025-09,DE,DEFRA,XPS,FRA-JNB,FRA,JNB,GEN,Perishables,Vegetables,N,2318.2,Shipment moved as planned
MAWB148357,EK,2025-03,GB,GBBHX,DGR,BHX-ATL,BHX,ATL,GEN,Pharma,Medical Devices,Y,823.9,Shipment processed normally
MAWB148358,UA,2025-07,GB,GBMAN,GEN,MAN-MEX,MAN,MEX,EXP,Retail,Clothing,N,929,
MAWB148359,EK,2025-04,SG,SGSIN,DGR,SIN-MEX,SIN,MEX,GEN,Automotive,Car Parts,Y,262.6,Shipment moved as planned
MAWB148360,UA,2025-09,GB,GBBRS,PRM,BRS-GRU,BRS,GRU,DGR,Pharma,Insulin,N,119.1,
MAWB148361,CX,2025-11,FR,FRCDG,XPS,CDG-ORD,CDG,ORD,EXP,Perishables,Fish,Y,2465.7,Shipment moved as planned
MAWB148362,SQ,2025-12,AE,AEDXB,PRM,DXB-JNB,DXB,JNB,EXP,Retail,Clothing,N,2075.7,Security screening issue / additional xray required
MAWB148363,CX,2025-11,NL,NLAMS,GEN,AMS-JFK,AMS,JFK,EXP,Retail,Homeware,N,1413.1,Customer requested delivery hold - warehouse capacity constraints
MAWB148364,AF,2025-07,GB,GBBRS,GEN,BRS-LHR,BRS,LHR,GEN,Aerospace,Avionics,N,4950.7,No issues reported
MAWB148365,UA,2025-03,GB,GBMAN,GEN,MAN-ORD,MAN,ORD,EXP,Automotive,Engine Components,N,2020.1,Standard handling completed
MAWB148366,SQ,2025-05,GB,GBBHX,DGR,BHX-HKG,BHX,HKG,DGR,Aerospace,Turbine Components,Y,3954.8,Shipment moved as planned
MAWB148367,UA,2025-08,US,USATL,DIM,ATL-DEL,ATL,DEL,EXP,Perishables,Flowers,N,1092.2,RCF milestone not updated on time
MAWB148368,BA,2025-08,DE,DEFRA,PRM,FRA-HKG,FRA,HKG,DGR,Automotive,Gearboxes,N,1272.9,Shipment processed normally
MAWB148369,LH,2025-06,DE,DEFRA,DIM,FRA-GRU,FRA,GRU,EXP,Automotive,Tyres,N,2863.5,Shipment processed normally
MAWB148370,DL,2025-04,GB,GBMAN,GEN,MAN-LHR,MAN,LHR,EXP,Automotive,Engine Components,Y,69.9,Standard handling completed
MAWB148371,SQ,2025-03,GB,GBLHR,GEN,LHR-HKG,LHR,HKG,EXP,Automotive,Gearboxes,Y,136.3,
MAWB148372,DL,2025-12,NL,NLAMS,ECO,AMS-JFK,AMS,JFK,GEN,Pharma,Vaccines,Y,754,FWB docs missing - reissued before departure
MAWB148373,AF,2025-10,FR,FRCDG,ECO,CDG-MEX,CDG,MEX,DGR,Perishables,Flowers,Y,1154.4,RCF milestone not updated on time
MAWB148374,AF,2025-10,GB,GBMAN,PRM,MAN-LHR,MAN,LHR,GEN,Perishables,Fruit,Y,2662.9,Refrigerated haulier delayed - road congestion caused late cargo arrival
MAWB148375,CX,2025-12,US,USATL,XPS,ATL-PVG,ATL,PVG,DGR,Automotive,Gearboxes,N,3446.8,No issues reported
MAWB148376,DL,2025-04,GB,GBBRS,ECO,BRS-DXB,BRS,DXB,GEN,Perishables,Flowers,Y,1593.8,Incorrect AWB details corrected before departure
MAWB148377,SQ,2025-01,GB,GBBRS,ECO,BRS-LAX,BRS,LAX,GEN,Retail,Clothing,Y,1233.4,
MAWB148378,LH,2025-11,GB,GBBRS,PRM,BRS-PVG,BRS,PVG,GEN,Pharma,Laboratory Samples,N,4122.9,Offloaded due to capacity constraints - moved to next flight
MAWB148379,AF,2025-03,FR,FRCDG,DIM,CDG-ATL,CDG,ATL,EXP,Pharma,Insulin,Y,855.7,Standard handling completed
MAWB148380,UA,2025-11,NL,NLAMS,PRM,AMS-HKG,AMS,HKG,DGR,Perishables,Flowers,Y,3407.7,Shipment moved as planned
MAWB148381,DL,2025-06,DE,DEFRA,PRM,FRA-MEX,FRA,MEX,GEN,Aerospace,Turbine Components,N,4660.1,No issues reported
MAWB148382,BA,2025-01,AE,AEDXB,XPS,DXB-SYD,DXB,SYD,EXP,Pharma,Insulin,N,1199.4,Shipment moved as planned
MAWB148383,UA,2025-07,GB,GBBHX,ECO,BHX-HKG,BHX,HKG,DGR,Aerospace,Turbine Components,Y,480.5,Temperature excursion reported for pharma cargo
MAWB148384,SQ,2025-12,GB,GBLHR,DIM,LHR-HKG,LHR,HKG,DGR,Aerospace,Aircraft Parts,Y,4899.8,No issues reported
MAWB148385,SQ,2025-05,SG,SGSIN,GEN,SIN-SYD,SIN,SYD,EXP,Automotive,Engine Components,Y,1390.3,Late cargo tender from automotive supplier - production delay at origin plant
MAWB148386,EK,2025-12,GB,GBLHR,PRM,LHR-SIN,LHR,SIN,DGR,Perishables,Flowers,Y,1414.5,No issues reported
MAWB148387,UA,2025-03,SG,SGSIN,DIM,SIN-LAX,SIN,LAX,DGR,Retail,Consumer Electronics,N,2444.7,"Cargo arrived late at warehouse, truck delay"
MAWB148388,SQ,2025-06,AE,AEDXB,ECO,DXB-SYD,DXB,SYD,GEN,Retail,Consumer Electronics,N,1193.7,"Cargo arrived late at warehouse, truck delay"
MAWB148389,LH,2025-05,NL,NLAMS,DGR,AMS-BKK,AMS,BKK,DGR,Pharma,Medical Devices,N,4964.7,FWB docs missing - reissued before departure
MAWB148390,LH,2025-03,FR,FRCDG,GEN,CDG-JFK,CDG,JFK,DGR,Automotive,Tyres,Y,262.7,Flight delay due to weather at origin
MAWB148391,DL,2025-09,GB,GBBHX,PRM,BHX-ORD,BHX,ORD,EXP,Aerospace,Maintenance Kits,Y,2284.8,Shipment moved as planned
MAWB148392,AF,2025-04,US,USATL,XPS,ATL-DEL,ATL,DEL,DGR,Aerospace,Turbine Components,Y,2764.3,Flight delay due to weather at origin
MAWB148393,EK,2025-12,US,USATL,ECO,ATL-NRT,ATL,NRT,EXP,Perishables,Vegetables,Y,2361.4,Security screening issue / additional xray required
MAWB148394,SQ,2025-01,FR,FRCDG,GEN,CDG-BKK,CDG,BKK,DGR,Retail,Homeware,Y,2626.6,
MAWB148395,CX,2025-01,US,USATL,XPS,ATL-MEX,ATL,MEX,GEN,Pharma,Insulin,Y,4938.5,
